term,coef,se_clustered,t,p_param
intercept,0.5773150251389971,0.0036932263270625376,156.3172613897652,0.0
jsd,-0.7283491656787744,0.03968919825261687,-18.351319697690073,3.2219093763363167e-75
lag,-0.0001392234245910848,0.00039879062523741186,-0.3491140858895591,0.7270036620854807
same_state,0.03722373937375563,0.005147416733463047,7.231537934701563,4.775546544203544e-13
